project_id,name,csv_path,config_path,created_at,last_updated,status,total_rows,done_rows,session_key,mode
df0e4e26-23ff-4e35-8de8-3b38eb3e5fb4,TEST_Simple2_tagged,media/TEST_Simple2_tagged.csv,,2026-06-25T05:31:55.002440,2026-06-25T05:31:55.002440,idle,0,0,,text
cf7a167d-dc2e-4777-99d0-856648a2a5fd,New copy,media/New copy.csv,media/New copy_config.csv,2026-06-20T06:45:36.489336,2026-06-20T07:08:27.123700,finished,8,8,eddee164-c464-4c93-957f-d65d4cb2e1a8,text
